checked,sitename,city,lat,lon,scientificname,commonname,genus,cultivar,author,citation_year,treatment,date,time,month,year,raw_date,dateloc,trait,mean,units,n,statname,stat,notes,entity,method
checked,Gutenzell-duplicate,NA,48.70,9.20,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Lewandowski,1998,point of wilting,1993 Dec 7,Time Level of Confidence Unknown,12,1993,1993-12-06 18:00:00 -0600,5,shoot_variant_DM,64,percent,4,MSD,5.300,NA,NA,NA
checked,Gutenzell-duplicate,NA,48.70,9.20,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Lewandowski,1998,direct plant tillering of shoots (in vitro sterile culture),1993 Dec 7,Time Level of Confidence Unknown,12,1993,1993-12-06 18:00:00 -0600,5,shoot_variant_DM,67.5,percent,4,MSD,5.300,NA,NA,NA
checked,Gutenzell-duplicate,NA,48.70,9.20,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Lewandowski,1998,rhizome plant rhizome cutting,1993 Dec 7,Time Level of Confidence Unknown,12,1993,1993-12-06 18:00:00 -0600,5,shoot_variant_DM,68.7,percent,4,MSD,5.300,NA,NA,NA
checked,Gutenzell-duplicate,NA,48.70,9.20,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Lewandowski,1998,Embryoid plant (EP) induction sterile culture,1996 Jul 25,Time Level of Confidence Unknown,7,1996,1996-07-24 19:00:00 -0500,5,shoot_length,189,cm,3,MSD,37.000,NA,NA,NA
checked,Gutenzell-duplicate,NA,48.70,9.20,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Lewandowski,1998,Embryoid plant (EP) induction sterile culture,1995 Aug 18,Time Level of Confidence Unknown,8,1995,1995-08-17 19:00:00 -0500,5,shoot_length,186,cm,3,MSD,22.000,NA,NA,NA
checked,Gutenzell-duplicate,NA,48.70,9.20,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Lewandowski,1998,Embryoid plant (EP) induction sterile culture,1994 Sep 19,Time Level of Confidence Unknown,9,1994,1994-09-18 19:00:00 -0500,5,shoot_length,57,cm,3,MSD,5.000,NA,NA,NA
checked,Gutenzell-duplicate,NA,48.70,9.20,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Lewandowski,1998,direct plant tillering of shoots (in vitro sterile culture),1996 Jul 25,Time Level of Confidence Unknown,7,1996,1996-07-24 19:00:00 -0500,5,shoot_length,193,cm,3,MSD,37.000,NA,NA,NA
checked,Gutenzell-duplicate,NA,48.70,9.20,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Lewandowski,1998,direct plant tillering of shoots (in vitro sterile culture),1995 Aug 18,Time Level of Confidence Unknown,8,1995,1995-08-17 19:00:00 -0500,5,shoot_length,183,cm,3,MSD,22.000,NA,NA,NA
checked,Gutenzell-duplicate,NA,48.70,9.20,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Lewandowski,1998,direct plant tillering of shoots (in vitro sterile culture),1994 Sep 19,Time Level of Confidence Unknown,9,1994,1994-09-18 19:00:00 -0500,5,shoot_length,40,cm,3,MSD,5.000,NA,NA,NA
checked,Gutenzell-duplicate,NA,48.70,9.20,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Lewandowski,1998,rhizome plant rhizome cutting,1996 Jul 25,Time Level of Confidence Unknown,7,1996,1996-07-24 19:00:00 -0500,5,shoot_length,193,cm,3,MSD,37.000,NA,NA,NA
checked,Gutenzell-duplicate,NA,48.70,9.20,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Lewandowski,1998,rhizome plant rhizome cutting,1995 Aug 18,Time Level of Confidence Unknown,8,1995,1995-08-17 19:00:00 -0500,5,shoot_length,182,cm,3,MSD,22.000,NA,NA,NA
checked,Gutenzell-duplicate,NA,48.70,9.20,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Lewandowski,1998,rhizome plant rhizome cutting,1994 Sep 19,Time Level of Confidence Unknown,9,1994,1994-09-18 19:00:00 -0500,5,shoot_length,51,cm,3,MSD,5.000,NA,NA,NA
checked,Gutenzell-duplicate,NA,48.70,9.20,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Lewandowski,1998,"water holding capacity, direct plant tillering of shoots (in vitro sterile culture)",1993 Dec 7,Time Level of Confidence Unknown,12,1993,1993-12-06 18:00:00 -0600,5,rhizomesN,1.52,percent,4,MSD,0.140,NA,NA,NA
checked,Gutenzell-duplicate,NA,48.70,9.20,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Lewandowski,1998,"water holding capacity, rhizome plant rhizome cutting",1993 Dec 7,Time Level of Confidence Unknown,12,1993,1993-12-06 18:00:00 -0600,5,rhizomesN,1.26,percent,4,MSD,0.140,NA,NA,NA
checked,Gutenzell-duplicate,NA,48.70,9.20,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Lewandowski,1998,"point of wilting, direct plant tillering of shoots (in vitro sterile culture)",1993 Dec 7,Time Level of Confidence Unknown,12,1993,1993-12-06 18:00:00 -0600,5,rhizomesN,0.86,percent,4,MSD,0.140,NA,NA,NA
checked,Gutenzell-duplicate,NA,48.70,9.20,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Lewandowski,1998,"point of wilting, rhizome plant rhizome cutting",1993 Dec 7,Time Level of Confidence Unknown,12,1993,1993-12-06 18:00:00 -0600,5,rhizomesN,0.75,percent,4,MSD,0.140,NA,NA,NA
checked,Gutenzell-duplicate,NA,48.70,9.20,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Lewandowski,1998,water holding capacity,1993 Dec 7,Time Level of Confidence Unknown,12,1993,1993-12-06 18:00:00 -0600,5,rhizomesN,1.39,percent,4,MSD,0.070,NA,NA,NA
checked,Gutenzell-duplicate,NA,48.70,9.20,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Lewandowski,1998,point of wilting,1993 Dec 7,Time Level of Confidence Unknown,12,1993,1993-12-06 18:00:00 -0600,5,rhizomesN,0.8,percent,4,MSD,0.070,NA,NA,NA
checked,Gutenzell-duplicate,NA,48.70,9.20,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Lewandowski,1998,direct plant tillering of shoots (in vitro sterile culture),1993 Dec 7,Time Level of Confidence Unknown,12,1993,1993-12-06 18:00:00 -0600,5,rhizomesN,1.89,percent,4,MSD,0.070,NA,NA,NA
checked,Gutenzell-duplicate,NA,48.70,9.20,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Lewandowski,1998,rhizome plant rhizome cutting,1993 Dec 7,Time Level of Confidence Unknown,12,1993,1993-12-06 18:00:00 -0600,5,rhizomesN,1,percent,4,MSD,0.070,NA,NA,NA
checked,Gutenzell-duplicate,NA,48.70,9.20,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Lewandowski,1998,"water holding capacity, direct plant tillering of shoots (in vitro sterile culture)",1993 Dec 7,Time Level of Confidence Unknown,12,1993,1993-12-06 18:00:00 -0600,5,rhizomeP,0.157,percent,4,MSD,0.023,NA,NA,NA
checked,Gutenzell-duplicate,NA,48.70,9.20,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Lewandowski,1998,"water holding capacity, rhizome plant rhizome cutting",1993 Dec 7,Time Level of Confidence Unknown,12,1993,1993-12-06 18:00:00 -0600,5,rhizomeP,0.147,percent,4,MSD,0.023,NA,NA,NA
checked,Gutenzell-duplicate,NA,48.70,9.20,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Lewandowski,1998,"point of wilting, direct plant tillering of shoots (in vitro sterile culture)",1993 Dec 7,Time Level of Confidence Unknown,12,1993,1993-12-06 18:00:00 -0600,5,rhizomeP,0.133,percent,4,MSD,0.023,NA,NA,NA
checked,Gutenzell-duplicate,NA,48.70,9.20,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Lewandowski,1998,"point of wilting, rhizome plant rhizome cutting",1993 Dec 7,Time Level of Confidence Unknown,12,1993,1993-12-06 18:00:00 -0600,5,rhizomeP,0.13,percent,4,MSD,0.023,NA,NA,NA
checked,Gutenzell-duplicate,NA,48.70,9.20,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Lewandowski,1998,water holding capacity,1993 Dec 7,Time Level of Confidence Unknown,12,1993,1993-12-06 18:00:00 -0600,5,rhizomeP,0.152,percent,4,MSD,0.012,NA,NA,NA
checked,Gutenzell-duplicate,NA,48.70,9.20,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Lewandowski,1998,point of wilting,1993 Dec 7,Time Level of Confidence Unknown,12,1993,1993-12-06 18:00:00 -0600,5,rhizomeP,0.132,percent,4,MSD,0.012,NA,NA,NA
checked,Gutenzell-duplicate,NA,48.70,9.20,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Lewandowski,1998,direct plant tillering of shoots (in vitro sterile culture),1993 Dec 7,Time Level of Confidence Unknown,12,1993,1993-12-06 18:00:00 -0600,5,rhizomeP,0.145,percent,4,MSD,0.012,NA,NA,NA
checked,Gutenzell-duplicate,NA,48.70,9.20,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Lewandowski,1998,rhizome plant rhizome cutting,1993 Dec 7,Time Level of Confidence Unknown,12,1993,1993-12-06 18:00:00 -0600,5,rhizomeP,0.138,percent,4,MSD,0.012,NA,NA,NA
checked,Gutenzell-duplicate,NA,48.70,9.20,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Lewandowski,1998,"water holding capacity, direct plant tillering of shoots (in vitro sterile culture)",1993 Dec 7,Time Level of Confidence Unknown,12,1993,1993-12-06 18:00:00 -0600,5,rhizomeK,1.32,percent,4,MSD,0.465,NA,NA,NA
checked,Gutenzell-duplicate,NA,48.70,9.20,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Lewandowski,1998,"water holding capacity, rhizome plant rhizome cutting",1993 Dec 7,Time Level of Confidence Unknown,12,1993,1993-12-06 18:00:00 -0600,5,rhizomeK,1.14,percent,4,MSD,0.465,NA,NA,NA
checked,Gutenzell-duplicate,NA,48.70,9.20,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Lewandowski,1998,"point of wilting, direct plant tillering of shoots (in vitro sterile culture)",1993 Dec 7,Time Level of Confidence Unknown,12,1993,1993-12-06 18:00:00 -0600,5,rhizomeK,1.1,percent,4,MSD,0.465,NA,NA,NA
checked,Gutenzell-duplicate,NA,48.70,9.20,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Lewandowski,1998,"point of wilting, rhizome plant rhizome cutting",1993 Dec 7,Time Level of Confidence Unknown,12,1993,1993-12-06 18:00:00 -0600,5,rhizomeK,1.08,percent,4,MSD,0.465,NA,NA,NA
checked,Gutenzell-duplicate,NA,48.70,9.20,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Lewandowski,1998,water holding capacity,1993 Dec 7,Time Level of Confidence Unknown,12,1993,1993-12-06 18:00:00 -0600,5,rhizomeK,1.23,percent,4,MSD,0.239,NA,NA,NA
checked,Gutenzell-duplicate,NA,48.70,9.20,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Lewandowski,1998,point of wilting,1993 Dec 7,Time Level of Confidence Unknown,12,1993,1993-12-06 18:00:00 -0600,5,rhizomeK,1.09,percent,4,MSD,0.239,NA,NA,NA
checked,Gutenzell-duplicate,NA,48.70,9.20,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Lewandowski,1998,direct plant tillering of shoots (in vitro sterile culture),1993 Dec 7,Time Level of Confidence Unknown,12,1993,1993-12-06 18:00:00 -0600,5,rhizomeK,1.21,percent,4,MSD,0.238,NA,NA,NA
checked,Gutenzell-duplicate,NA,48.70,9.20,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Lewandowski,1998,rhizome plant rhizome cutting,1993 Dec 7,Time Level of Confidence Unknown,12,1993,1993-12-06 18:00:00 -0600,5,rhizomeK,1.11,percent,4,MSD,0.238,NA,NA,NA
checked,Gutenzell-duplicate,NA,48.70,9.20,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Lewandowski,1998,"water holding capacity, direct plant tillering of shoots (in vitro sterile culture)",1993 Dec 7,Time Level of Confidence Unknown,12,1993,1993-12-06 18:00:00 -0600,5,rhizome_variant_DM,31.5,percent,4,MSD,8.800,NA,NA,NA
checked,Gutenzell-duplicate,NA,48.70,9.20,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Lewandowski,1998,"water holding capacity, rhizome plant rhizome cutting",1993 Dec 7,Time Level of Confidence Unknown,12,1993,1993-12-06 18:00:00 -0600,5,rhizome_variant_DM,33,percent,4,MSD,8.800,NA,NA,NA
checked,Gutenzell-duplicate,NA,48.70,9.20,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Lewandowski,1998,"point of wilting, direct plant tillering of shoots (in vitro sterile culture)",1993 Dec 7,Time Level of Confidence Unknown,12,1993,1993-12-06 18:00:00 -0600,5,rhizome_variant_DM,30.1,percent,4,MSD,8.800,NA,NA,NA
checked,Gutenzell-duplicate,NA,48.70,9.20,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Lewandowski,1998,"point of wilting, rhizome plant rhizome cutting",1993 Dec 7,Time Level of Confidence Unknown,12,1993,1993-12-06 18:00:00 -0600,5,rhizome_variant_DM,39.7,percent,4,MSD,8.800,NA,NA,NA
checked,Gutenzell-duplicate,NA,48.70,9.20,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Lewandowski,1998,water holding capacity,1993 Dec 7,Time Level of Confidence Unknown,12,1993,1993-12-06 18:00:00 -0600,5,rhizome_variant_DM,32.3,percent,4,MSD,4.500,NA,NA,NA
checked,Gutenzell-duplicate,NA,48.70,9.20,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Lewandowski,1998,point of wilting,1993 Dec 7,Time Level of Confidence Unknown,12,1993,1993-12-06 18:00:00 -0600,5,rhizome_variant_DM,34.9,percent,4,MSD,4.500,NA,NA,NA
checked,Gutenzell-duplicate,NA,48.70,9.20,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Lewandowski,1998,direct plant tillering of shoots (in vitro sterile culture),1993 Dec 7,Time Level of Confidence Unknown,12,1993,1993-12-06 18:00:00 -0600,5,rhizome_variant_DM,30.8,percent,4,MSD,4.500,NA,NA,NA
checked,Gutenzell-duplicate,NA,48.70,9.20,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Lewandowski,1998,rhizome plant rhizome cutting,1993 Dec 7,Time Level of Confidence Unknown,12,1993,1993-12-06 18:00:00 -0600,5,rhizome_variant_DM,36.3,percent,4,MSD,4.500,NA,NA,NA
checked,Gutenzell-duplicate,NA,48.70,9.20,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Lewandowski,1998,"water holding capacity, direct plant tillering of shoots (in vitro sterile culture)",1993 Dec 7,Time Level of Confidence Unknown,12,1993,1993-12-06 18:00:00 -0600,5,rhizome_total_sugar,74.6,mg g-1,4,MSD,51.500,NA,NA,NA
checked,Gutenzell-duplicate,NA,48.70,9.20,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Lewandowski,1998,"water holding capacity, rhizome plant rhizome cutting",1993 Dec 7,Time Level of Confidence Unknown,12,1993,1993-12-06 18:00:00 -0600,5,rhizome_total_sugar,97.2,mg g-1,4,MSD,51.500,NA,NA,NA
checked,Gutenzell-duplicate,NA,48.70,9.20,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Lewandowski,1998,"point of wilting, direct plant tillering of shoots (in vitro sterile culture)",1993 Dec 7,Time Level of Confidence Unknown,12,1993,1993-12-06 18:00:00 -0600,5,rhizome_total_sugar,94.2,mg g-1,4,MSD,51.500,NA,NA,NA
checked,Gutenzell-duplicate,NA,48.70,9.20,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Lewandowski,1998,"point of wilting, rhizome plant rhizome cutting",1993 Dec 7,Time Level of Confidence Unknown,12,1993,1993-12-06 18:00:00 -0600,5,rhizome_total_sugar,83.9,mg g-1,4,MSD,51.500,NA,NA,NA
checked,Gutenzell-duplicate,NA,48.70,9.20,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Lewandowski,1998,water holding capacity,1993 Dec 7,Time Level of Confidence Unknown,12,1993,1993-12-06 18:00:00 -0600,5,rhizome_total_sugar,77.1,mg g-1,4,MSD,26.400,NA,NA,NA
checked,Gutenzell-duplicate,NA,48.70,9.20,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Lewandowski,1998,point of wilting,1993 Dec 7,Time Level of Confidence Unknown,12,1993,1993-12-06 18:00:00 -0600,5,rhizome_total_sugar,97.9,mg g-1,4,MSD,26.400,NA,NA,NA
checked,Gutenzell-duplicate,NA,48.70,9.20,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Lewandowski,1998,direct plant tillering of shoots (in vitro sterile culture),1993 Dec 7,Time Level of Confidence Unknown,12,1993,1993-12-06 18:00:00 -0600,5,rhizome_total_sugar,85.9,mg g-1,4,MSD,26.400,NA,NA,NA
checked,Gutenzell-duplicate,NA,48.70,9.20,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Lewandowski,1998,rhizome plant rhizome cutting,1993 Dec 7,Time Level of Confidence Unknown,12,1993,1993-12-06 18:00:00 -0600,5,rhizome_total_sugar,89,mg g-1,4,MSD,26.400,NA,NA,NA
checked,Gutenzell-duplicate,NA,48.70,9.20,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Lewandowski,1998,"water holding capacity, direct plant tillering of shoots (in vitro sterile culture)",1993 Dec 7,Time Level of Confidence Unknown,12,1993,1993-12-06 18:00:00 -0600,5,rhizome_sucrose,43.4,mg g-1,4,MSD,29.500,NA,NA,NA
checked,Gutenzell-duplicate,NA,48.70,9.20,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Lewandowski,1998,"water holding capacity, rhizome plant rhizome cutting",1993 Dec 7,Time Level of Confidence Unknown,12,1993,1993-12-06 18:00:00 -0600,5,rhizome_sucrose,39.9,mg g-1,4,MSD,29.500,NA,NA,NA
checked,Gutenzell-duplicate,NA,48.70,9.20,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Lewandowski,1998,"point of wilting, direct plant tillering of shoots (in vitro sterile culture)",1993 Dec 7,Time Level of Confidence Unknown,12,1993,1993-12-06 18:00:00 -0600,5,rhizome_sucrose,43.2,mg g-1,4,MSD,29.500,NA,NA,NA
checked,Gutenzell-duplicate,NA,48.70,9.20,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Lewandowski,1998,"point of wilting, rhizome plant rhizome cutting",1993 Dec 7,Time Level of Confidence Unknown,12,1993,1993-12-06 18:00:00 -0600,5,rhizome_sucrose,32.1,mg g-1,4,MSD,29.500,NA,NA,NA
checked,Gutenzell-duplicate,NA,48.70,9.20,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Lewandowski,1998,water holding capacity,1993 Dec 7,Time Level of Confidence Unknown,12,1993,1993-12-06 18:00:00 -0600,5,rhizome_sucrose,36,mg g-1,4,MSD,15.100,NA,NA,NA
checked,Gutenzell-duplicate,NA,48.70,9.20,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Lewandowski,1998,point of wilting,1993 Dec 7,Time Level of Confidence Unknown,12,1993,1993-12-06 18:00:00 -0600,5,rhizome_sucrose,43.3,mg g-1,4,MSD,15.100,NA,NA,NA
checked,Gutenzell-duplicate,NA,48.70,9.20,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Lewandowski,1998,direct plant tillering of shoots (in vitro sterile culture),1993 Dec 7,Time Level of Confidence Unknown,12,1993,1993-12-06 18:00:00 -0600,5,rhizome_sucrose,41.7,mg g-1,4,MSD,15.100,NA,NA,NA
checked,Gutenzell-duplicate,NA,48.70,9.20,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Lewandowski,1998,rhizome plant rhizome cutting,1993 Dec 7,Time Level of Confidence Unknown,12,1993,1993-12-06 18:00:00 -0600,5,rhizome_sucrose,37.7,mg g-1,4,MSD,15.100,NA,NA,NA
checked,Gutenzell-duplicate,NA,48.70,9.20,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Lewandowski,1998,"water holding capacity, direct plant tillering of shoots (in vitro sterile culture)",1993 Dec 7,Time Level of Confidence Unknown,12,1993,1993-12-06 18:00:00 -0600,5,rhizome_raffinose,9.3,mg g-1,4,MSD,5.000,NA,NA,NA
checked,Gutenzell-duplicate,NA,48.70,9.20,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Lewandowski,1998,"water holding capacity, rhizome plant rhizome cutting",1993 Dec 7,Time Level of Confidence Unknown,12,1993,1993-12-06 18:00:00 -0600,5,rhizome_raffinose,11.1,mg g-1,4,MSD,5.000,NA,NA,NA
checked,Gutenzell-duplicate,NA,48.70,9.20,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Lewandowski,1998,"point of wilting, direct plant tillering of shoots (in vitro sterile culture)",1993 Dec 7,Time Level of Confidence Unknown,12,1993,1993-12-06 18:00:00 -0600,5,rhizome_raffinose,10.5,mg g-1,4,MSD,5.000,NA,NA,NA
checked,Gutenzell-duplicate,NA,48.70,9.20,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Lewandowski,1998,"point of wilting, rhizome plant rhizome cutting",1993 Dec 7,Time Level of Confidence Unknown,12,1993,1993-12-06 18:00:00 -0600,5,rhizome_raffinose,8.1,mg g-1,4,MSD,5.000,NA,NA,NA
checked,Gutenzell-duplicate,NA,48.70,9.20,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Lewandowski,1998,water holding capacity,1993 Dec 7,Time Level of Confidence Unknown,12,1993,1993-12-06 18:00:00 -0600,5,rhizome_raffinose,9.9,mg g-1,4,MSD,2.600,NA,NA,NA
checked,Gutenzell-duplicate,NA,48.70,9.20,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Lewandowski,1998,point of wilting,1993 Dec 7,Time Level of Confidence Unknown,12,1993,1993-12-06 18:00:00 -0600,5,rhizome_raffinose,9.6,mg g-1,4,MSD,2.600,NA,NA,NA
checked,Gutenzell-duplicate,NA,48.70,9.20,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Lewandowski,1998,direct plant tillering of shoots (in vitro sterile culture),1993 Dec 7,Time Level of Confidence Unknown,12,1993,1993-12-06 18:00:00 -0600,5,rhizome_raffinose,10.2,mg g-1,4,MSD,2.600,NA,NA,NA
checked,Gutenzell-duplicate,NA,48.70,9.20,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Lewandowski,1998,rhizome plant rhizome cutting,1993 Dec 7,Time Level of Confidence Unknown,12,1993,1993-12-06 18:00:00 -0600,5,rhizome_raffinose,9.3,mg g-1,4,MSD,2.600,NA,NA,NA
checked,Gutenzell-duplicate,NA,48.70,9.20,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Lewandowski,1998,"water holding capacity, direct plant tillering of shoots (in vitro sterile culture)",1993 Dec 7,Time Level of Confidence Unknown,12,1993,1993-12-06 18:00:00 -0600,5,rhizome_glucose,11.8,mg g-1,4,MSD,14.400,NA,NA,NA
checked,Gutenzell-duplicate,NA,48.70,9.20,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Lewandowski,1998,"water holding capacity, rhizome plant rhizome cutting",1993 Dec 7,Time Level of Confidence Unknown,12,1993,1993-12-06 18:00:00 -0600,5,rhizome_glucose,23.8,mg g-1,4,MSD,14.400,NA,NA,NA
checked,Gutenzell-duplicate,NA,48.70,9.20,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Lewandowski,1998,"point of wilting, direct plant tillering of shoots (in vitro sterile culture)",1993 Dec 7,Time Level of Confidence Unknown,12,1993,1993-12-06 18:00:00 -0600,5,rhizome_glucose,20.7,mg g-1,4,MSD,14.400,NA,NA,NA
checked,Gutenzell-duplicate,NA,48.70,9.20,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Lewandowski,1998,"point of wilting, rhizome plant rhizome cutting",1993 Dec 7,Time Level of Confidence Unknown,12,1993,1993-12-06 18:00:00 -0600,5,rhizome_glucose,21.5,mg g-1,4,MSD,14.400,NA,NA,NA
checked,Gutenzell-duplicate,NA,48.70,9.20,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Lewandowski,1998,water holding capacity,1993 Dec 7,Time Level of Confidence Unknown,12,1993,1993-12-06 18:00:00 -0600,5,rhizome_glucose,16.3,mg g-1,4,MSD,7.400,NA,NA,NA
checked,Gutenzell-duplicate,NA,48.70,9.20,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Lewandowski,1998,point of wilting,1993 Dec 7,Time Level of Confidence Unknown,12,1993,1993-12-06 18:00:00 -0600,5,rhizome_glucose,22.7,mg g-1,4,MSD,7.400,NA,NA,NA
checked,Gutenzell-duplicate,NA,48.70,9.20,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Lewandowski,1998,direct plant tillering of shoots (in vitro sterile culture),1993 Dec 7,Time Level of Confidence Unknown,12,1993,1993-12-06 18:00:00 -0600,5,rhizome_glucose,17.8,mg g-1,4,MSD,7.400,NA,NA,NA
checked,Gutenzell-duplicate,NA,48.70,9.20,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Lewandowski,1998,rhizome plant rhizome cutting,1993 Dec 7,Time Level of Confidence Unknown,12,1993,1993-12-06 18:00:00 -0600,5,rhizome_glucose,21.1,mg g-1,4,MSD,7.400,NA,NA,NA
checked,Gutenzell-duplicate,NA,48.70,9.20,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Lewandowski,1998,"water holding capacity, direct plant tillering of shoots (in vitro sterile culture)",1993 Dec 7,Time Level of Confidence Unknown,12,1993,1993-12-06 18:00:00 -0600,5,rhizome_fructose,10.2,mg g-1,4,MSD,11.000,NA,NA,NA
checked,Gutenzell-duplicate,NA,48.70,9.20,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Lewandowski,1998,"water holding capacity, rhizome plant rhizome cutting",1993 Dec 7,Time Level of Confidence Unknown,12,1993,1993-12-06 18:00:00 -0600,5,rhizome_fructose,22.3,mg g-1,4,MSD,11.000,NA,NA,NA
checked,Gutenzell-duplicate,NA,48.70,9.20,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Lewandowski,1998,"point of wilting, direct plant tillering of shoots (in vitro sterile culture)",1993 Dec 7,Time Level of Confidence Unknown,12,1993,1993-12-06 18:00:00 -0600,5,rhizome_fructose,19.7,mg g-1,4,MSD,11.000,NA,NA,NA
checked,Gutenzell-duplicate,NA,48.70,9.20,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Lewandowski,1998,"point of wilting, rhizome plant rhizome cutting",1993 Dec 7,Time Level of Confidence Unknown,12,1993,1993-12-06 18:00:00 -0600,5,rhizome_fructose,22.2,mg g-1,4,MSD,11.000,NA,NA,NA
checked,Gutenzell-duplicate,NA,48.70,9.20,Miscanthus × giganteus,Giant Miscanthus,Miscanthus,unnamed,Lewandowski,1998,water holding capacity,1993 Dec 7,Time Level of Confidence Unknown,12,1993,1993-12-06 18:00:00 -0600,5,rhizome_fructose,14.9,mg g-1,4,MSD,5.600,NA,NA,NA
